"Table No.19 (b)
"Sr.
No.",Name of Indian Company,State,Location (District),Item/ Activity,Name of Foreign Collaborator,Country,Amount (In Rs Crore),Amount (In US$ Million),Inv Type,
,PRIVATE LIMITED,,,service activities n.e.c,,,,,Company,
394,MOONRAFT INNOVATION LABS PRIVATE LIMITED,KARNATAKA,Bengaluru,Other information technology and computer service activities n.e.c,UST GLOBAL (SINGAPORE) PTE LTD,Singapore,3.82,0.53,Received in the Company,
395,MOVEWORKS PRIVATE LIMITED,KARNATAKA,Bengaluru,"Other information
technology and computer service activities n.e.c",Moveworks Inc,U.S.A,0.00,0.00,"Received in
the Company",
396,MOVIAM TECHNOLOGIES PRIVATE LIMITED,KARNATAKA,Bengaluru,"Writing, modifying, testing of computer program to meet the needs of a particular client excluding
web-page designing",Peoplehum Technologies Pte Ltd,Singapore,0.02,0.00,Received in the Company,
397,MOVIAM TECHNOLOGIES PRIVATE LIMITED,KARNATAKA,Bengaluru,"Writing, modifying, testing of computer program to meet the needs of a particular client excluding
web-page designing",Peoplehum Technologies Pte Ltd,Singapore,0.02,0.00,Received in the Company,
398,Mscripts System India Private Limited,KARNATAKA,Bengaluru,Data processing activities including report writing,"mScripts, LLC",U.S.A,0.00,0.00,Received in the Company,
399,MUSICMUNI LABS PRIVATE LIMITED,KARNATAKA,Bengaluru,"Other information technology and computer
service activities n.e.c",Thomas Varkey,U.S.A,0.64,0.09,"Received in the
Company",
400,MYMONEYKARMA INFOMATICS INDIA PRIVATE LIMITED,TELANGANA,Hyderabad,Other information technology and computer service activities n.e.c,MY MONEY KARMA INC.,U.S.A,0.00,0.00,Received in the Company,
401,MYMONEYKARMA INFOMATICS INDIA PRIVATE LIMITED,TELANGANA,Hyderabad,Other information technology and computer service activities n.e.c,MY MONEY KARMA INC.,U.S.A,0.02,0.00,Received in the Company,
402,NAFADIAN ADVISORY PRIVATE LIMITED,MAHARASHTRA,Mumbai,Management consultancy activities,STARWIN DIGITAL PTE LTD,Singapore,0.00,0.00,"Received in
the Company",
"Sr.
No.",Name of Indian Company,State,Location (District),Item/ Activity,Name of Foreign Collaborator,Country,Amount (In Rs Crore),Amount (In US$ Million),Inv Type,
403,NARNE HOTELS AND RESORTS PRIVATE LIMITED,TELANGANA,K.V.Rangareddy,"Hotels and Motels, inns, resorts providing short term lodging facilities; includes accommodation
in house boats",SAIBABU APPALANENI,U.S.A,0.93,0.13,Received in the Company,
404,Natems Green Energy Private Limited,TELANGANA,Medak,Electric power generation using solar energy,Mr. Mehal Shah as a nominee of SF RENEWABLES (SOLAR) LIMITED,United Kingdom,0.03,0.00,Received in the Company,
405,Natems Green Energy Private Limited,TELANGANA,Medak,Electric power generation using solar energy,Mehal Shah (as a nominee of SF Renewables (Solar) Limited),United Kingdom,0.03,0.00,Received in the Company,
406,NATURALTEIN LNG PRIVATE LIMITED,CHANDIGARH,Chandigarh,Wholesale of other basic/manufactured food stuffs n.e.c.,DR. RICO FUCHS,Germany,0.00,0.00,Received in the Company,
407,NAVIPOINT HEALTH (INDIA) PRIVATE LIMITED,MAHARASHTRA,Mumbai,"Other professional, scientific and technical activities n.e.c.",NAVIPOINT HEALTH INC,U.S.A,0.01,0.00,Received in the Company,
408,NEUOKOSH CAPITAL ADVISORS PRIVATE LIMITED,KARNATAKA,Bengaluru,"Other financial service activities, except insurance and pension funding activities, n.e.c.",Atlantis Tech Pte. Ltd,Singapore,0.00,0.00,Received in the Company,
409,NGP WEB SMART PRIVATE LIMITED,TAMIL NADU,Chennai,"Providing software
support and maintenance to the clients","NORTHERN
TECHWORKS PRIVATE LIMITED",Singapore,1.67,0.23,"Received in
the Company",
410,NIHON TECHNOLOGY PRIVATE LIMITED,TAMIL NADU,Chennai,Computer consultancy and computer facilities management activities,Nihontech Global pte Limited,Singapore,0.01,0.00,Received in the Company,
411,"NORDEX INDIA MANUFACTURING
PRIVATE LIMITED",KARNATAKA,Bengaluru,"Manufacture of engines and turbines, except
aircraft, vehicle and cycle",Nordex Offshore GMBH,Germany,0.01,0.00,"Received in the
Company",
"Sr.
No.",Name of Indian Company,State,Location (District),Item/ Activity,Name of Foreign Collaborator,Country,Amount (In Rs Crore),Amount (In US$ Million),Inv Type,
,,,,engines,,,,,,
412,NOVALINDIA AGRO CONSULTING PRIVATE LIMITED,KARNATAKA,Bengaluru,"Other supporting activities including agricultural gardening (excluding parks and gardening activities),
n.e.c.",TECHNISEM SAS,France,0.00,0.00,Received in the Company,
413,NTT GLOBAL DATA CENTERS NAV2 PRIVATE LIMITED,MAHARASHTRA,Thane,"Other data processing, hosting and related activities n.e.c.",TOKYO CENTURY CORPORATION,Japan,0.01,0.00,GREENFIELD,
414,NUPA TECHNOLOGIES PVT LTD,BIHAR,Nalanda,Production of eggs,REBRIGHT PARTNERS 3 INVESTMENT PARTNERSHIP,Japan,0.31,0.04,Received in the Company,
415,OFB TECH PRIVATE LIMITED,DELHI,South West Delhi,"Wholesale trade via e- commerce excluding activities of commission
agents",MATRIX PARTNERS INDIA INVESTMENTS II EXTENSION LLC,Mauritius,7.46,1.02,Received in the Company,
416,OFB TECH PRIVATE LIMITED,DELHI,South West Delhi,"Wholesale trade via e- commerce excluding activities of commission
agents",NORWEST VENTURE PARTNERS X – MAURITIUS,Mauritius,8.89,1.22,Received in the Company,
417,OMNIACTIVE HEALTH TECHNOLOGIES LIMITED,MAHARASHTRA,Mumbai,"Other semi-processed, processed or instant foods
n.e.c. except farinaceous products and malted foods and manufacturing activities like manufacture of egg powder, sambar powder etc. (this excludes the",TA OA Limited,Mauritius,77.24,10.57,Received in the Company,
418,OMNIACTIVE HEALTH TECHNOLOGIES LIMITED,MAHARASHTRA,Mumbai,"Other semi-processed, processed or instant foods
n.e.c. except farinaceous
products and malted foods",TA OA Limited,Mauritius,13.50,1.86,Received in the Company,
"Sr.
No.",Name of Indian Company,State,Location (District),Item/ Activity,Name of Foreign Collaborator,Country,Amount (In Rs Crore),Amount (In US$ Million),Inv Type,
,,,,"and manufacturing activities like manufacture of egg powder, sambar powder etc. (this excludes
the",,,,,,
419,OMNIACTIVE HEALTH TECHNOLOGIES LIMITED,MAHARASHTRA,Mumbai,"Other semi-processed, processed or instant foods
n.e.c. except farinaceous products and malted foods and manufacturing activities like manufacture of egg powder, sambar powder etc. (this excludes the",TA OA Limited,Mauritius,61.40,8.40,Received in the Company,
420,OMNIACTIVE HEALTH TECHNOLOGIES LIMITED,MAHARASHTRA,Mumbai,"Other semi-processed, processed or instant foods
n.e.c. except farinaceous products and malted foods and manufacturing activities like manufacture of egg powder, sambar powder etc. (this excludes
the",TA OA Limited,Mauritius,43.89,6.00,Received in the Company,
421,OMNIMED SOLUTIONS PRIVATE LIMITED,TELANGANA,Hyderabad,"Writing, modifying, testing of computer program to meet the needs of a particular client excluding
web-page designing",US OMNIMED SOLUTIONS LLC,U.S.A,0.87,0.12,Received in the Company,
422,One 97 Communications Limited,DELHI,South Delhi,Other information technology and computer service activities n.e.c,K2 VC I LLC,U.S.A,1.65,0.23,Received in the Company,
423,ONSITE ELECTRO SERVICES PRIVATE,WEST BENGAL,North 24 Parganas,Repair and servicing of home and garden,TARIM VENTURES LIMITED,British Virginia,1.68,0.23,Received in the,
"Sr.
No.",Name of Indian Company,State,Location (District),Item/ Activity,Name of Foreign Collaborator,Country,Amount (In Rs Crore),Amount (In US$ Million),Inv Type,
,LIMITED,,,"equipment such lawn mowers, edgers, trimmers
etc.",,,,,Company,
424,OPERA WIND PRIVATE LIMITED,GUJARAT,Jamnagar,Electric power generation using other non conventional sources,Envision Energy Singapore Pte. Ltd.,Singapore,0.00,0.00,Received in the Company,
425,OPS-ON TECH PRIVATE LIMITED,KARNATAKA,Bengaluru,"Writing, modifying, testing of computer program to meet the needs of a particular client excluding
web-page designing",Heal Software Inc,U.S.A,0.08,0.01,Received in the Company,
426,"Orange Ashok Wind Power Private
Limited",DELHI,South West Delhi,"Electric power generation using other non
conventional sources",Wind Power Invest A/S,Denmark,19.80,2.72,"Received in the
Company",
427,ORBI HEALTH PRIVATE LIMITED,KARNATAKA,Bengaluru,"Providing software support and maintenance
to the clients",ORBI HEALTH INC,U.S.A,0.00,0.00,"Received in the
Company",
428,ORIX Auto Infrastructure Services Limited,MAHARASHTRA,Mumbai,Renting and leasing of motor vehicles,ORIX CORPORATION,Japan,0.04,0.01,Received in the Company,
429,"ORPAK SYSTEMS INDIA PRIVATE
LIMITED",MAHARASHTRA,Pune,"Other information technology and computer
service activities n.e.c",ORPAK SYSTEMS LIMITED,Israel,13.86,1.90,"Received in the
Company",
430,ORPAK SYSTEMS INDIA PRIVATE LIMITED,MAHARASHTRA,Pune,Other information technology and computer service activities n.e.c,GGC INTERNATIONAL III LIMITED,United Kingdom,0.00,0.00,Received in the Company,
431,OSCEOLA STAFFING PRIVATE LIMITED,TELANGANA,Hyderabad,Other information service activities n.e.c.,OSCEOLA STAFFING HOLDINGS LLC,U.S.A,0.00,0.00,Received in the Company,
432,OSCEOLA STAFFING PRIVATE LIMITED,TELANGANA,Hyderabad,Other information service activities n.e.c.,OSCEOLA STAFFING HOLDINGS LLC,U.S.A,0.00,0.00,"Received in
the Company",
"Sr.
No.",Name of Indian Company,State,Location (District),Item/ Activity,Name of Foreign Collaborator,Country,Amount (In Rs Crore),Amount (In US$ Million),Inv Type,
433,"OTTO HOFSTETTER INDIA PRIVATE
LIMITED",KARNATAKA,Bengaluru,"Manufacture of other special-purpose machinery
n.e.c.",Otto Hofstetter AG,Switzerland,0.01,0.00,"Received in the
Company",
434,OTTONOMY IO PRIVATE LIMITED,UTTAR PRADESH,Gautam Buddha Nagar,Other information technology and computer service activities n.e.c,Ottonomy Inc.,U.S.A,0.00,0.00,Received in the Company,
435,P4D Systems India Pvt Ltd,MAHARASHTRA,Thane,"Architectural and engineering activities and related technical
consultancy",CEA Holdings B.V.,Netherland,0.46,0.06,Received in the Company,
436,PATRA INDIA BPO SERVICES PRIVATE LIMITED,ANDHRA PRADESH,Visakhapatnam,Other information technology and computer service activities n.e.c,Patra Corporation,U.S.A,0.07,0.01,Received in the Company,
437,PATRIOTIC HEALTH AND WELLNESS PRIVATE LIMITED,GUJARAT,Rajkot,Hospital activities,Mitalkumar L. Panara,U.S.A,0.05,0.01,Received in the Company,
438,PAVNA SUNWORLD AUTOTECH PRIVATE LIMITED,UTTAR PRADESH,Aligarh,"Manufacture of parts and accessories of three wheelers and motorcycles
including side cars",Chi Hsien Chen (Vivien),Taiwan,0.03,0.00,Received in the Company,
439,Paxcom India (P) Ltd,HARYANA,Gurgaon,"Publishing of operating business and other
applications",Paymentus Group Inc.,U.S.A,0.47,0.06,"Received in the
Company",
440,PB FINTECH PRIVATE LIMITED,HARYANA,Gurgaon,Other information service activities n.e.c.,Bay Capital Holdings Ltd,Mauritius,20.11,2.76,Received in the Company,
441,PB FINTECH PRIVATE LIMITED,HARYANA,Gurgaon,Other information service activities n.e.c.,Bay Capital Holdings Ltd,Mauritius,30.62,4.21,Received in the Company,
442,PB FINTECH PRIVATE LIMITED,HARYANA,Gurgaon,Other information service activities n.e.c.,Bay Capital Holdings Limited,Mauritius,40.00,5.50,"Received in
the Company",
"Sr.
No.",Name of Indian Company,State,Location (District),Item/ Activity,Name of Foreign Collaborator,Country,Amount (In Rs Crore),Amount (In US$ Million),Inv Type,
443,PENTACAP ADVISORS PRIVATE LIMITED,MAHARASHTRA,Mumbai,Management of other investment funds,BHAL Global Corporate Limited,United Kingdom,0.01,0.00,"Received in the
Company",
444,PEOPLETECH INFRACON PRIVATE LIMITED,Telangana,Hyderabad,"Construction of buildings carried out on own- account basis or on a fee
or contract basis",People Infra LLC,U.S.A,0.01,0.00,Received in the Company,
445,PEOPLETECH INFRACON PRIVATE LIMITED,Telangana,Hyderabad,"Construction of buildings carried out on own- account basis or on a fee
or contract basis",People Infra LLC,U.S.A,0.00,0.00,Received in the Company,
446,"PERFIOS ACCOUNT AGGREGATION SERVICES PRIVATE
LIMITED",KARNATAKA,Bengaluru,Activities auxiliary to financial service activities n.e.c.,BVP PERFIOS US LLC,U.S.A,1.46,0.20,Received in the Company,
447,"PETPAL
TECHNOLOGIES PRIVATE LIMITED",TELANGANA,Hyderabad,Retail sale via e-commerce,Unikorn Inc,U.S.A,0.01,0.00,"Received in
the Company",
448,PGP Glass Private Limited,MAHARASHTRA,Mumbai,"Manufacture of other glassware/glass products: articles of glass used in construction such as glass blocks; clock or watch glasses, optical glass and optical glass elements not
optically worked; and o",BCP Topco V Pte. Ltd,Singapore,0.01,0.00,Received in the Company,
449,PGP Glass Private Limited,MAHARASHTRA,Mumbai,"Manufacture of other glassware/glass products: articles of glass used in construction such as glass blocks; clock or watch glasses, optical glass and
optical glass elements not",BCP TOPCO V PTE. LTD,Singapore,0.01,0.00,Received in the Company,
"Sr.
No.",Name of Indian Company,State,Location (District),Item/ Activity,Name of Foreign Collaborator,Country,Amount (In Rs Crore),Amount (In US$ Million),Inv Type,
,,,,optically worked; and o,,,,,,
450,PIBIT Technologies Private Limited,HARYANA,Gurgaon,Providing software support and maintenance to the clients,"PIBIT.AI,INC",U.S.A,0.00,0.00,Received in the Company,
451,PIBIT Technologies Private Limited,HARYANA,Gurgaon,"Providing software
support and maintenance to the clients","PIBIT.AI,INC",U.S.A,0.01,0.00,"Received in
the Company",
452,PLUTO ATRIZA BUSINESS PARKS PRIVATE LIMITED,MAHARASHTRA,Mumbai,"Construction and maintenance of industrial facilities such as refineries
chemical plants etc.",BREP Asia II Indian Holding Co VII (NQ) Pte Ltd,Singapore,0.01,0.00,Received in the Company,
453,PLUTO ATRIZA BUSINESS PARKS PRIVATE LIMITED,MAHARASHTRA,Mumbai,"Construction and maintenance of industrial facilities such as refineries
chemical plants etc.",BREP Asia II Indian Holding Co VII (NQ) Pte Ltd,Singapore,0.00,0.00,Received in the Company,
454,PLUTO BUSINESS PARKS PRIVATE LIMITED,KARNATAKA,Bengaluru,"Activities relating to alteration, addition, repair, maintenance carried out on own-account basis or
on a fee or contract basis",BREP Asia II Indian Holding Co VII (NQ) Pte Ltd,Singapore,0.01,0.00,Received in the Company,
455,PLUTO BUSINESS PARKS PRIVATE LIMITED,KARNATAKA,Bengaluru,"Activities relating to alteration, addition, repair, maintenance carried out on own-account basis or
on a fee or contract basis",BREP Asia II Indian Holding Co VII (NQ) Pte Ltd,Singapore,0.01,0.00,Received in the Company,
456,pluto cessna business parks private limited,KARNATAKA,Bengaluru,Combined facilities support activities,"BREP Asia II Indian
Holding Co VII (NQ) Pte Ltd",Singapore,0.01,0.00,"Received in
the Company",
457,pluto cessna business parks private limited,KARNATAKA,Bengaluru,Combined facilities support activities,BREP Asia II Indian Holding Co VII (NQ) Pte Ltd,Singapore,0.01,0.00,Received in the Company,
458,PLUTO FIN TECH,MAHARASHTRA,Mumbai,Real estate activities with,BREP Asia II Indian,Singapore,0.01,0.00,Received in,
"Sr.
No.",Name of Indian Company,State,Location (District),Item/ Activity,Name of Foreign Collaborator,Country,Amount (In Rs Crore),Amount (In US$ Million),Inv Type,
,PRIVATE LIMITED,,,own or leased property,Holding Co VII (NQ) Pte Ltd,,,,the Company,
459,PLUTO FIN TECH PRIVATE LIMITED,MAHARASHTRA,Mumbai,Real estate activities with own or leased property,BREP Asia II Indian Holding Co VII (NQ) Pte Ltd,Singapore,0.01,0.00,Received in the Company,
460,POWER STORES E- COMMERCE PRIVATE LIMITED,MAHARASHTRA,Mumbai,Web-page designing,Powerstores Ecommerce Limited,Canada,0.59,0.08,Received in the Company,
461,PRAMATI TECHNOLOGIES PRIVATE LIMITED,TELANGANA,Hyderabad,"Writing, modifying, testing of computer program to meet the needs of a particular client excluding web-page designing",Accenture Inc.,U.S.A,718.44,98.70,Received in the Company,
462,Prime Focus Limited,MAHARASHTRA,Mumbai,Post production activities of motion picture,A2R Holdings,Mauritius,121.03,16.55,Received in the Company,
463,"PROFICIENCY LEARNING SOLUTIONS PRIVATE
LIMITED",DELHI,South Delhi,EDUCATION,Arun Choudhary,Kuwait,0.09,0.01,Received in the Company,
464,PROTEGRITY INDIA PRIVATE LIMITED,KARNATAKA,Bengaluru,"Other information technology and computer
service activities n.e.c","Protegrity USA, Inc.",U.S.A,0.00,0.00,"Received in the
Company",
465,Protonn Interactive Private Limited,KARNATAKA,Bengaluru,Other information technology and computer service activities n.e.c,Protonn US Inc.,U.S.A,0.01,0.00,Received in the Company,
466,Protonn Interactive Private Limited,KARNATAKA,Bengaluru,Other information technology and computer service activities n.e.c,Protonn US Inc.,U.S.A,0.00,0.00,Received in the Company,
467,"QAPITA FINTECH
INDIA PRIVATE LIMITED",TELANGANA,Hyderabad,"Other information
technology and computer service activities n.e.c",QAPITA FINTECH PTE. LTD.,Singapore,0.00,0.00,"Received in
the Company",
"Sr.
No.",Name of Indian Company,State,Location (District),Item/ Activity,Name of Foreign Collaborator,Country,Amount (In Rs Crore),Amount (In US$ Million),Inv Type,
468,"QUBIQLE TECHNOLOGY
PRIVATE LIMITED",KARNATAKA,Bengaluru,"Other information technology and computer
service activities n.e.c",Qubiqle Inc,U.S.A,0.01,0.00,"Received in the
Company",
469,QUBIQLE TECHNOLOGY PRIVATE LIMITED,KARNATAKA,Bengaluru,Other information technology and computer service activities n.e.c,qubiqle inc,U.S.A,0.00,0.00,Received in the Company,
470,QVADY TECHNOLOGIES PRIVATE LIMITED,TAMIL NADU,Chennai,"Writing, modifying, testing of computer program to meet the needs of a particular client excluding
web-page designing",QVADY UK LIMITED,United Kingdom,0.00,0.00,Received in the Company,
471,Ramesh Flowers Private Limited,TAMIL NADU,Tuticorin,Manufacture of other articles n.e.c.,Gala Group GmbH,Germany,1.43,0.20,"Received in the
Company",
472,Ramesh Flowers Private Limited,TAMIL NADU,Tuticorin,Manufacture of other articles n.e.c.,Gala Group GmbH,Germany,67.04,9.21,"Received in the
Company",
473,R-BIOPHARM NEUGEN PRIVATE LIMITED,TELANGANA,Hyderabad,"Manufacture of various other chemical products
n.e.c (antiknock preparations, anti-freeze preparations, liquids for hydraulic transmission, composite diagnostic or laboratory reagents, writing or drawing ink, chemical substance used
in manufacturing of pe",R-Biopharm AG,Germany,0.24,0.03,Received in the Company,
474,R-BIOPHARM NEUGEN PRIVATE LIMITED,TELANGANA,Hyderabad,"Manufacture of various other chemical products
n.e.c (antiknock
preparations, anti-freeze preparations, liquids for",R-Biopharm AG,Germany,0.14,0.02,Received in the Company,
"Sr.
No.",Name of Indian Company,State,Location (District),Item/ Activity,Name of Foreign Collaborator,Country,Amount (In Rs Crore),Amount (In US$ Million),Inv Type,
,,,,"hydraulic transmission, composite diagnostic or laboratory reagents, writing or drawing ink, chemical substance used
in manufacturing of pe",,,,,,
475,R-BIOPHARM NEUGEN PRIVATE LIMITED,TELANGANA,Hyderabad,"Manufacture of various other chemical products
n.e.c (antiknock preparations, anti-freeze preparations, liquids for hydraulic transmission, composite diagnostic or laboratory reagents, writing or drawing ink, chemical substance used in manufacturing of pe",R-Biopharm AG,Germany,0.02,0.00,Received in the Company,
476,R-BIOPHARM NEUGEN PRIVATE LIMITED,TELANGANA,Hyderabad,"Manufacture of various other chemical products
n.e.c (antiknock preparations, anti-freeze preparations, liquids for hydraulic transmission, composite diagnostic or laboratory reagents, writing or drawing ink, chemical substance used
in manufacturing of pe",R-Biopharm AG,Germany,0.24,0.03,Received in the Company,
477,REBEL FOODS PRIVATE LIMITED,MAHARASHTRA,Pune,"Cafeterias, fast-food restaurants and other food preparation in market
stalls",EVOLVENCE INDIA COINVEST PCC-CELL B,Mauritius,27.79,3.82,Received in the Company,
478,Revolution IT,TAMIL NADU,Chennai,"Writing, modifying, testing",Revolution IT Pty Ltd.,Australia,0.01,0.00,Received in,
"Sr.
No.",Name of Indian Company,State,Location (District),Item/ Activity,Name of Foreign Collaborator,Country,Amount (In Rs Crore),Amount (In US$ Million),Inv Type,
,Business Solutions Private Limited,,,"of computer program to meet the needs of a particular client excluding
web-page designing",,,,,the Company,
479,"RICHARD BERGNER
ELECTRICAL FITTINGS PRIVATE LIMITED",HARYANA,Gurgaon,Manufacture of other electrical equipment,"RICHARD BERGNER
ELEKTROARMATUREN VERWALTUNGS GMBH",Germany,0.00,0.00,"Received in
the Company",
480,"RITWIK SOFTWARE TECHNOLOGIES
PRIVATE LIMITED",TELANGANA,Hyderabad,"Other information technology and computer
service activities n.e.c",Youngsoft INC,U.S.A,0.19,0.03,"Received in the
Company",
481,RMZ GALLERIA (INDIA) PRIVATE LIMITED,KARNATAKA,Bengaluru,Real estate activities with own or leased property,"BSREP III New York II
(DIFC) Limited",UAE,81.60,11.16,Received in the Company,
482,RMZ NORTH STAR PROJECTS PRIVATE LIMITED,KARNATAKA,Bengaluru,Real estate activities with own or leased property,"BSREP III New York II
(DIFC) Limited",UAE,1.74,0.24,Received in the Company,
483,"RMZ NORTH STAR
PROJECTS PRIVATE LIMITED",KARNATAKA,Bengaluru,Real estate activities with own or leased property,"BSREP III New York II
(DIFC) Limited",UAE,29.79,4.07,"Received in
the Company",
484,ROBERTET GOLDFIELD (INDIA) PRIVATE LIMITED,MAHARASHTRA,Mumbai,Manufacture of synthetic aromatic products,Robertet SA,France,13.42,1.84,Received in the Company,
485,ROBERTET GOLDFIELD (INDIA) PRIVATE LIMITED,MAHARASHTRA,Mumbai,Manufacture of synthetic aromatic products,Robertet SA,France,2.27,0.31,Received in the Company,
486,ROBERTET GOLDFIELD (INDIA) PRIVATE LIMITED,MAHARASHTRA,Mumbai,Manufacture of synthetic aromatic products,Robertet SA,France,0.01,0.00,Received in the Company,
487,"ROBERTET GOLDFIELD (INDIA)
PRIVATE LIMITED",MAHARASHTRA,Mumbai,Manufacture of synthetic aromatic products,Robertet SA,France,1.78,0.24,"Received in the
Company",
488,ROBERTET,MAHARASHTRA,Mumbai,Manufacture of synthetic,Robertet SA,France,1.78,0.24,Received in,
"Sr.
No.",Name of Indian Company,State,Location (District),Item/ Activity,Name of Foreign Collaborator,Country,Amount (In Rs Crore),Amount (In US$ Million),Inv Type,
,GOLDFIELD (INDIA) PRIVATE LIMITED,,,aromatic products,,,,,the Company,
489,ROBERTET GOLDFIELD (INDIA) PRIVATE LIMITED,MAHARASHTRA,Mumbai,Manufacture of synthetic aromatic products,Robertet SA,France,4.74,0.65,Received in the Company,
490,Sahyadri Hospitals Private Limited,MAHARASHTRA,Pune,Hospital activities,ECP III VENTURES PTE LTD,Singapore,5.00,0.68,Received in the Company,
491,Saleri India Private Limited,MAHARASHTRA,Mumbai,"Manufacture of air- conditioning machines, including motor vehicles
air-conditioners",INDUSTRIE SALERI ITALO S.P.A.,Italy,0.01,0.00,Received in the Company,
492,SANDHAR TECHNOLOGIES LIMITED,DELHI,New Delhi,"Manufacture of diverse parts and accessories for motor vehicles such as brakes, gearboxes, axles,road wheels, suspension shock absorbers, radiators, silencers, exhaust pipes,
catalysers, clutches, ste",Amplus Energy Solutions Pte. Ltd.,Singapore,3.01,0.41,Received in the Company,
493,"SANTHUSTA
FINANCIAL SERVICES PRIVATE LIMITED",KARNATAKA,Bengaluru,Other information service activities n.e.c.,WAKANDA NETWORK (SINGAPORE) PTE LTD,Singapore,0.00,0.00,"Received in
the Company",
494,SANUM-KEHLBECK INDIA PRIVATE LIMITED,HARYANA,Gurgaon,Activities of homeopaths,Sanum Beteiligungs GmbH,Germany,0.00,0.00,Received in the Company,
495,SARAYOO PERUSER PRIVATE LIMITED,KARNATAKA,Bengaluru,Retail sale via e-commerce,ANTONIO BIDESE INVESTMENT SRL,Italy,0.01,0.00,Received in the Company,
496,"Satya MicroCapital
Limited",DELHI,South Delhi,"Other financial service
activities, except insurance",Gojo and Company Inc.,Japan,12.06,1.66,"Received in
the",
"Sr.
No.",Name of Indian Company,State,Location (District),Item/ Activity,Name of Foreign Collaborator,Country,Amount (In Rs Crore),Amount (In US$ Million),Inv Type,
,,,,"and pension funding activities, n.e.c.",,,,,Company,
497,SAVEO HEALTHTECH PRIVATE LIMITED,KARNATAKA,Bengaluru,Wholesale of pharmaceutical and medical goods,RTP GLOBAL PARTNERS III L P,Guernsey,0.53,0.07,Received in the Company,
498,SAVEO HEALTHTECH PRIVATE LIMITED,KARNATAKA,Bengaluru,Wholesale of pharmaceutical and medical goods,IF India II Investment Partnership,Japan,0.23,0.03,Received in the Company,
499,SAVEO HEALTHTECH PRIVATE LIMITED,KARNATAKA,Bengaluru,"Wholesale of
pharmaceutical and medical goods",Matrix Partners India Investments III LLC,Mauritius,0.51,0.07,"Received in
the Company",
500,SCHWIHAG INDIA PRIVATE LIMITED,DELHI,Central Delhi,"Manufacture of railway track materials (unassembled rails) of
steel",Schwihag AG,Switzerland,0.00,0.00,Received in the Company,
501,SCHWIHAG INDIA PRIVATE LIMITED,DELHI,Central Delhi,"Manufacture of railway track materials (unassembled rails) of
steel",NBT Neue Bahntechnik Holding AG,Switzerland,0.01,0.00,Received in the Company,
502,Seros Shipping Private Limited,GUJARAT,Surat,Sea and coastal freight water transport,NGC Trading Limited,Mauritius,177.50,24.38,Received in the Company,
503,SETCO SPINDLES INDIA PRIVATE LIMITED,MAHARASHTRA,Pune,"Manufacture of other general purpose machinery n.e.c. (fans intended for industrial applications,exhaust hoods for commercial, laboratory or industrial use; calendering or other
rolling machines othe",SETCO SALES COMPANY,U.S.A,1.26,0.17,Received in the Company,
504,SG ANALYTICS,MAHARASHTRA,Pune,Management consultancy,ROSHAN LAL,U.S.A,0.47,0.07,Received in,
"Sr.
No.",Name of Indian Company,State,Location (District),Item/ Activity,Name of Foreign Collaborator,Country,Amount (In Rs Crore),Amount (In US$ Million),Inv Type,
,PRIVATE LIMITED,,,activities,AGRAWAL,,,,the Company,
505,SH & YAMPATI PROPERTIES PRIVATE LIMITED,ANDHRA PRADESH,Guntur,"Construction of buildings carried out on own- account basis or on a fee
or contract basis",RAJANIKATH YAMPATI,U.S.A,0.00,0.00,Received in the Company,
506,SHIVGANGA AGENCY PVT. LTD.,WEST BENGAL,North 24 Parganas,Management consultancy activities,Aviator Global Investment Fund,Mauritius,1.50,0.21,Received in the Company,
507,SHIVGANGA AGENCY PVT. LTD.,WEST BENGAL,North 24 Parganas,Management consultancy activities,Aviator Global Investment Fund,Mauritius,1.00,0.14,Received in the Company,
508,SHIVGANGA AGENCY PVT. LTD.,WEST BENGAL,North 24 Parganas,Management consultancy activities,Aviator Global Investment Fund,Mauritius,5.00,0.69,Received in the Company,
509,SICGILSOL INDIA PRIVATE LIMITED,TAMIL NADU,Chennai,Manufacture of basic chemicals,SOL S.p.A.,Italy,60.78,8.35,Received in the Company,
510,SIGMOID LABS PRIVATE LIMITED,KARNATAKA,Bengaluru,Other information technology and computer service activities n.e.c,GOOGLE LLC,U.S.A,0.80,0.11,Received in the Company,
511,SIGMOID LABS PRIVATE LIMITED,KARNATAKA,Bengaluru,"Other information
technology and computer service activities n.e.c",GOOGLE LLC,U.S.A,1.45,0.20,"Received in
the Company",
512,SIGMOID LABS PRIVATE LIMITED,KARNATAKA,Bengaluru,Other information technology and computer service activities n.e.c,GOOGLE LLC,U.S.A,0.80,0.11,Received in the Company,
513,SIMBASRL INDIA PRIVATE LIMITED,MAHARASHTRA,Mumbai,"Wholesale of other households goods, n.e.c. [Includes wholesale of household equipment and
appliances, n.e.c;",BOZZATO MARCO DAMIANO,UAE,0.12,0.02,Received in the Company,
"Sr.
No.",Name of Indian Company,State,Location (District),Item/ Activity,Name of Foreign Collaborator,Country,Amount (In Rs Crore),Amount (In US$ Million),Inv Type,
,,,,"photographic equipment, games, toys and sports goods (also includes
bicycles, cycle ricksh",,,,,,
514,"SIMPLIFAI COGNITIVE
SERVICES PRIVATE LIMITED",MAHARASHTRA,Pune,Other information service activities n.e.c.,SIMPLIFAI AS,Norway,0.01,0.00,"Received in
the Company",
